login_hour,session_duration,data_download_mb,transaction_amount,access_count,privilege_level,device_change,location_change,failed_logins,is_off_hours,login_frequency,risk_score,hour_of_day,day_of_week,is_weekend,data_intensity,access_rate,role_encoded,is_attack,attack_class
0.782608696,0.060150376,0.00012,4.6e-05,0.094594595,3,0,0,0.0,0,0.333333333,0.2271,18,1,0,4.8e-06,0.003888889,4,0,3
0.52173913,0.152882206,2e-05,0.002924,0.040540541,2,0,0,0.0,0,0.333333333,0.0622,12,6,1,3.23e-07,0.000672043,3,0,3
0.47826087,0.125313283,0.00902,0.139922,0.067567568,5,0,0,0.0,0,1.0,0.6433,11,3,0,0.000176863,0.001361656,3,1,4
0.695652174,0.052631579,1.0,1.0,0.054054054,1,0,0,0.0,0,0.0,0.031,16,6,1,0.045454545,0.002525253,2,0,3
0.130434783,0.0,0.0,0.00084,0.486486486,3,1,1,0.684210526,1,0.333333333,0.8553,3,5,1,0.0,0.5,2,1,1
0.391304348,0.060150376,0.00032,0.001016,0.067567568,2,0,0,0.0,0,0.666666667,0.2075,9,5,1,1.28e-05,0.002777778,4,0,3
0.652173913,0.122807018,2e-05,0.002536,0.027027027,2,0,0,0.0,0,0.0,0.0493,15,6,1,4e-07,0.000555556,2,0,3
0.695652174,0.105263158,1.0,1.0,0.175675676,1,1,1,0.0,0,0.666666667,0.2538,16,6,1,0.023255814,0.004198966,2,1,0
0.52173913,0.070175439,0.00016,0.000258,0.067567568,1,0,0,0.0,0,0.666666667,0.0707,12,4,0,5.52e-06,0.002394636,3,0,3
0.52173913,0.117794486,0.00016,0.001774,0.013513514,2,0,0,0.0,0,1.0,0.0602,12,6,1,3.33e-06,0.000289352,2,0,3
0.434782609,0.095238095,4e-05,0.000912,0.054054054,1,0,0,0.0,0,0.666666667,0.1555,10,1,0,1.03e-06,0.001424501,1,0,3
0.695652174,0.162907268,0.00052,0.000604,0.094594595,2,0,0,0.0,0,1.0,0.0377,16,1,0,7.88e-06,0.001473064,2,0,3
0.47826087,0.110275689,0.0002,0.000138,0.094594595,2,0,0,0.0,0,0.666666667,0.155,11,0,0,4.44e-06,0.002160494,1,0,3
0.652173913,0.047619048,0.0,0.001144,0.108108108,1,0,0,0.0,0,0.666666667,0.051,15,3,0,0.0,0.005555556,2,0,3
0.434782609,0.115288221,0.00016,0.001564,0.108108108,1,0,0,0.0,0,0.666666667,0.0727,10,2,0,3.4e-06,0.002364066,3,0,3
0.347826087,0.070175439,0.00066,0.000176,0.081081081,2,0,0,0.0,0,1.0,0.0596,8,5,1,2.28e-05,0.002873563,2,0,3
0.739130435,0.112781955,2e-05,0.0011,0.054054054,1,0,0,0.0,0,0.666666667,0.1838,17,6,1,4.35e-07,0.001207729,4,0,3
0.434782609,0.110275689,0.0002,0.000224,0.067567568,3,0,0,0.0,0,0.0,0.1748,10,0,0,4.44e-06,0.00154321,1,0,3
0.608695652,0.095238095,0.00014,4.2e-05,0.081081081,2,0,0,0.0,0,0.0,0.1731,14,3,0,3.59e-06,0.002136752,1,0,3
0.52173913,0.035087719,0.00014,0.00384,0.094594595,2,0,0,0.0,0,0.0,0.0791,12,0,0,9.33e-06,0.006481481,2,0,3
0.52173913,0.067669173,0.00014,0.001146,0.094594595,1,0,0,0.0,0,0.333333333,0.0253,12,0,0,5e-06,0.003472222,2,0,3
0.52173913,0.117794486,2e-05,0.000272,0.013513514,2,0,0,0.0,0,1.0,0.0282,12,3,0,4.17e-07,0.000289352,2,0,3
0.52173913,0.115288221,8e-05,0.000656,0.054054054,5,0,0,0.0,0,1.0,0.3816,12,6,1,1.7e-06,0.001182033,2,0,3
0.782608696,0.110275689,6e-05,0.00074,0.108108108,1,0,0,0.0,0,0.666666667,0.0737,18,0,0,1.33e-06,0.002469136,2,0,3
0.52173913,0.080200501,0.00028,0.000156,0.067567568,1,0,0,0.0,0,0.0,0.0431,12,1,0,8.48e-06,0.002104377,2,0,3
0.347826087,0.07518797,0.00014,0.000894,0.067567568,1,0,0,0.0,0,0.0,0.1767,8,0,0,4.52e-06,0.002240143,0,0,3
0.043478261,0.007518797,0.00012,0.00022,0.716216216,2,1,1,0.421052632,1,1.0,0.9225,1,2,0,3e-05,0.184027778,4,1,1
0.695652174,0.13283208,0.00028,0.000254,0.054054054,2,0,0,0.0,0,1.0,0.0557,16,0,0,5.19e-06,0.001028807,2,0,3
0.434782609,0.137844612,0.0,0.002002,0.013513514,1,0,0,0.0,0,1.0,0.0238,10,5,1,0.0,0.000248016,2,0,3
0.782608696,0.07518797,0.0002,0.001122,0.040540541,5,0,0,0.0,0,0.333333333,0.4088,18,4,0,6.45e-06,0.001344086,2,0,3
0.391304348,0.077694236,8e-05,0.006208,0.108108108,2,0,0,0.0,0,0.666666667,0.0335,9,2,0,2.5e-06,0.003472222,2,0,3
0.782608696,0.077694236,0.00018,0.00175,0.067567568,1,0,0,0.0,0,0.333333333,0.2212,18,5,1,5.63e-06,0.002170139,4,0,3
0.52173913,0.095238095,2e-05,0.000944,0.459459459,4,0,0,0.105263158,0,0.333333333,0.2851,12,3,0,5.13e-07,0.012108262,2,1,4
0.391304348,0.137844612,0.00036,0.001744,0.013513514,1,0,0,0.0,0,1.0,0.0338,9,4,0,6.43e-06,0.000248016,3,0,3
0.739130435,0.147869674,0.00016,0.001226,0.067567568,2,0,0,0.0,0,0.333333333,0.0643,17,1,0,2.67e-06,0.001157407,2,0,3
0.608695652,0.09273183,0.00018,0.002104,0.094594595,1,0,0,0.0,0,0.0,0.0734,14,4,0,4.74e-06,0.00255848,2,0,3
0.173913043,0.0,8e-05,0.000876,0.72972973,2,1,1,0.473684211,1,0.0,0.9667,4,3,0,8e-05,0.75,2,1,1
0.0,1.0,0.04826,0.00022,0.054054054,1,0,0,0.0,1,1.0,0.6152,0,5,1,0.00012065,0.000138889,2,1,2
0.47826087,0.100250627,0.0001,0.00142,0.081081081,3,0,0,0.0,0,0.666666667,0.0433,11,0,0,2.44e-06,0.00203252,2,0,3
0.652173913,0.115288221,0.00024,0.00115,0.094594595,1,0,0,0.0,0,0.333333333,0.2122,15,2,0,5.11e-06,0.002068558,4,0,3
0.47826087,0.162907268,6e-05,5.2e-05,0.054054054,2,0,0,0.0,0,0.333333333,0.0403,11,5,1,9.09e-07,0.000841751,2,0,3
0.608695652,0.112781955,0.0005,0.000266,0.054054054,1,0,0,0.0,0,1.0,0.036,14,5,1,1.09e-05,0.001207729,2,0,3
0.391304348,0.115288221,0.0,0.001556,0.067567568,1,0,0,0.0,0,0.333333333,0.144,9,0,0,0.0,0.001477541,1,0,3
0.695652174,0.052631579,0.00012,0.0011,0.108108108,1,0,0,0.0,0,0.333333333,0.1847,16,3,0,5.45e-06,0.005050505,4,0,3
0.782608696,0.130325815,4e-05,0.002274,0.121621622,2,0,0,0.0,0,0.333333333,0.0761,18,0,0,7.55e-07,0.002358491,2,0,3
0.695652174,0.112781955,0.0001,0.000914,0.094594595,2,0,0,0.0,0,0.666666667,0.0488,16,0,0,2.17e-06,0.002113527,3,0,3
0.565217391,0.112781955,0.0001,0.000654,0.013513514,1,0,0,0.0,0,0.666666667,0.03,13,5,1,2.17e-06,0.000301932,2,0,3
0.130434783,0.005012531,0.0,0.001884,0.581081081,1,1,1,0.368421053,1,1.0,0.771,3,1,0,0.0,0.199074074,2,1,1
0.347826087,0.117794486,0.00062,0.000668,0.054054054,1,0,0,0.0,0,0.333333333,0.058,8,6,1,1.29e-05,0.001157407,3,0,3
0.0,0.022556391,0.04354,0.000688,0.067567568,2,0,1,0.0,1,1.0,0.6943,0,1,0,0.004354,0.006944444,2,1,2
0.434782609,0.067669173,0.00022,7e-05,0.067567568,2,0,0,0.0,0,0.333333333,0.2177,10,3,0,7.86e-06,0.002480159,0,0,3
0.695652174,0.090225564,0.0,0.000632,0.27027027,1,1,1,0.0,0,1.0,0.2739,16,6,1,0.0,0.007507508,2,1,0
0.47826087,0.120300752,2e-05,3e-05,0.081081081,1,0,0,0.0,0,0.0,0.2195,11,5,1,4.08e-07,0.00170068,0,0,3
0.652173913,0.05764411,4e-05,0.001812,0.108108108,1,0,0,0.0,0,0.0,0.0501,15,2,0,1.67e-06,0.00462963,2,0,3
0.52173913,0.087719298,0.00018,0.000438,0.054054054,4,0,0,0.0,0,0.0,0.0666,12,4,0,5e-06,0.00154321,3,0,3
0.608695652,0.107769424,0.0002,0.000504,0.108108108,3,0,0,0.0,0,1.0,0.052,14,0,0,4.55e-06,0.002525253,2,0,3
0.652173913,0.115288221,0.0002,0.003002,0.081081081,5,0,0,0.0,0,1.0,0.1249,15,5,1,4.26e-06,0.00177305,3,0,3
0.739130435,0.060150376,8e-05,0.000492,0.081081081,1,0,0,0.0,0,0.333333333,0.0298,17,4,0,3.2e-06,0.003333333,3,0,3
0.52173913,0.140350877,6e-05,0.002904,0.027027027,4,0,0,0.0,0,0.666666667,0.2801,12,0,0,1.05e-06,0.000487329,2,0,3
0.739130435,0.085213033,0.00028,0.00398,0.081081081,2,0,0,0.0,0,1.0,0.0324,17,6,1,8e-06,0.002380952,2,0,3
0.391304348,0.120300752,4e-05,0.000134,0.067567568,2,0,0,0.0,0,0.666666667,0.0238,9,2,0,8.16e-07,0.001417234,2,0,3
0.782608696,0.13283208,0.0001,0.000724,0.108108108,2,0,0,0.0,0,0.0,0.2078,18,5,1,1.85e-06,0.002057613,4,0,3
0.0,1.0,0.04684,0.000652,0.067567568,1,0,1,0.0,1,0.666666667,0.6932,0,0,0,0.0001171,0.000173611,2,1,2
0.739130435,0.185463659,2e-05,0.001652,0.040540541,1,0,0,0.0,0,0.0,0.0614,17,6,1,2.67e-07,0.000555556,2,0,3
0.043478261,0.0,0.00016,0.004206,0.567567568,2,1,1,0.736842105,1,1.0,0.9511,1,0,0,0.00016,0.583333333,3,1,1
0.52173913,0.095238095,4e-05,0.001306,0.121621622,1,0,0,0.0,0,0.333333333,0.0671,12,5,1,1.03e-06,0.003205128,2,0,3
1.0,0.022556391,0.06874,0.000902,0.094594595,1,0,1,0.0,1,0.0,0.8223,23,5,1,0.006874,0.009722222,1,1,2
0.52173913,0.030075188,0.0001,0.000404,0.067567568,1,0,0,0.0,0,0.0,0.0533,12,2,0,7.69e-06,0.00534188,2,0,3
0.347826087,0.107769424,0.0,0.002126,0.094594595,3,1,1,0.0,0,0.666666667,0.3768,8,4,0,0.0,0.002209596,1,1,0
0.782608696,0.117794486,0.0004,0.000244,0.040540541,2,0,0,0.0,0,0.0,0.0524,18,3,0,8.33e-06,0.000868056,2,0,3
0.695652174,0.145363409,0.00018,0.000842,0.067567568,1,0,0,0.0,0,0.333333333,0.0345,16,1,0,3.05e-06,0.001177024,2,0,3
0.739130435,0.122807018,0.00016,0.001476,0.054054054,1,0,0,0.0,0,0.666666667,0.0213,17,0,0,3.2e-06,0.001111111,2,0,3
0.739130435,0.047619048,8e-05,5e-05,0.067567568,1,0,0,0.0,0,1.0,0.0322,17,3,0,4e-06,0.003472222,2,0,3
0.391304348,0.125313283,0.00048,0.000714,0.054054054,1,0,0,0.0,0,1.0,0.2218,9,0,0,9.41e-06,0.001089325,4,0,3
0.52173913,0.172932331,0.00012,0.00133,0.054054054,4,0,0,0.0,0,0.0,0.2972,12,2,0,1.71e-06,0.000793651,2,0,3
0.47826087,0.080200501,0.00032,0.000602,0.054054054,1,0,0,0.0,0,0.333333333,0.0444,11,0,0,9.7e-06,0.001683502,2,0,3
0.739130435,0.077694236,0.00012,0.001254,0.094594595,1,1,1,0.0,0,0.333333333,0.4265,17,2,0,3.75e-06,0.003038194,0,1,0
0.434782609,0.102756892,0.00014,0.000972,0.040540541,1,0,0,0.0,0,0.666666667,0.1881,10,5,1,3.33e-06,0.000992063,4,0,3
0.739130435,0.218045113,4e-05,0.000524,0.459459459,4,0,0,0.210526316,0,0.0,0.3984,17,1,0,4.55e-07,0.005366162,2,1,4
0.173913043,0.0,2e-05,6.8e-05,0.662162162,1,1,1,0.894736842,1,1.0,1.0,4,0,0,2e-05,0.680555556,4,1,1
0.434782609,0.082706767,6e-05,0.001022,0.297297297,5,0,0,0.210526316,0,0.0,0.5251,10,5,1,1.76e-06,0.008986928,2,1,4
0.52173913,0.077694236,0.00046,0.000312,0.081081081,1,0,0,0.0,0,0.0,0.1857,12,4,0,1.44e-05,0.002604167,4,0,3
0.565217391,0.187969925,0.00104,0.000244,0.162162162,2,0,0,0.0,0,0.666666667,0.0421,13,3,0,1.37e-05,0.002192982,2,0,3
0.695652174,0.127819549,8e-05,0.000154,0.081081081,3,0,0,0.0,0,1.0,0.1798,16,4,0,1.54e-06,0.001602564,1,0,3
0.652173913,0.07518797,0.00034,0.00172,0.081081081,1,0,0,0.0,0,0.0,0.0618,15,1,0,1.1e-05,0.002688172,3,0,3
0.695652174,0.127819549,0.0,0.001334,0.121621622,1,1,1,0.0,0,0.333333333,0.223,16,1,0,0.0,0.002403846,2,1,0
0.52173913,0.127819549,0.0005,0.00255,0.094594595,2,0,0,0.0,0,0.333333333,0.1976,12,2,0,9.62e-06,0.001869658,4,0,3
0.52173913,0.087719298,0.0001,0.000274,0.081081081,5,0,0,0.0,0,1.0,0.5564,12,6,1,2.78e-06,0.002314815,4,0,3
0.652173913,0.137844612,0.0003,0.000446,0.054054054,1,0,0,0.0,0,0.0,0.1345,15,1,0,5.36e-06,0.000992063,1,0,3
0.739130435,0.097744361,0.00014,0.0008,0.108108108,1,0,0,0.0,0,0.333333333,0.0791,17,1,0,3.5e-06,0.002777778,2,0,3
0.565217391,0.070175439,0.0002,0.000222,0.067567568,5,0,0,0.0,0,1.0,0.4188,13,3,0,6.9e-06,0.002394636,2,0,3
0.434782609,0.125313283,0.00012,0.00128,0.148648649,1,1,1,0.0,0,0.0,0.2585,10,6,1,2.35e-06,0.002995643,2,1,0
0.52173913,0.147869674,2e-05,4.4e-05,0.081081081,3,0,0,0.0,0,0.0,0.1433,12,1,0,3.33e-07,0.001388889,1,0,3
0.086956522,0.022556391,0.04084,0.000128,0.0,1,0,0,0.0,1,0.333333333,0.6268,2,1,0,0.004084,0.0,3,1,2
0.739130435,0.127819549,0.00018,0.000568,0.108108108,2,1,1,0.0,0,0.0,0.2321,17,5,1,3.46e-06,0.002136752,2,1,0
0.47826087,0.137844612,0.00034,0.00503,0.148648649,2,1,1,0.0,0,0.0,0.2428,11,5,1,6.07e-06,0.002728175,2,1,0
0.782608696,0.077694236,0.00012,0.0012,0.094594595,2,0,0,0.0,0,0.333333333,0.0266,18,0,0,3.75e-06,0.003038194,3,0,3
0.52173913,0.127819549,8e-05,0.000244,0.054054054,2,0,0,0.0,0,0.333333333,0.126,12,2,0,1.54e-06,0.001068376,1,0,3
0.52173913,0.127819549,0.00022,0.00295,0.081081081,4,0,0,0.0,0,0.333333333,0.4559,12,5,1,4.23e-06,0.001602564,4,0,3
0.695652174,0.085213033,0.00034,0.000342,0.108108108,1,0,0,0.0,0,0.0,0.168,16,1,0,9.71e-06,0.003174603,1,0,3
0.565217391,0.082706767,0.00012,0.00059,0.081081081,1,0,0,0.0,0,0.333333333,0.1842,13,3,0,3.53e-06,0.00245098,4,0,3
0.391304348,0.122807018,6e-05,0.001404,0.040540541,1,0,0,0.0,0,0.333333333,0.026,9,4,0,1.2e-06,0.000833333,3,0,3
0.47826087,0.152882206,0.0001,0.0044,0.040540541,3,0,0,0.0,0,0.666666667,0.066,11,3,0,1.61e-06,0.000672043,2,0,3
0.565217391,0.15037594,0.0004,0.001292,0.054054054,2,0,0,0.0,0,0.666666667,0.0714,13,6,1,6.56e-06,0.000910747,2,0,3
0.695652174,0.115288221,0.00028,0.001934,0.081081081,1,0,0,0.0,0,0.0,0.0592,16,5,1,5.96e-06,0.00177305,2,0,3
0.565217391,0.117794486,0.0006,0.000622,0.054054054,1,0,0,0.0,0,0.0,0.2095,13,5,1,1.25e-05,0.001157407,4,0,3
0.086956522,0.022556391,0.01372,0.0027,0.067567568,3,0,1,0.0,1,0.0,0.4539,2,2,0,0.001372,0.006944444,2,1,2
0.47826087,0.102756892,2e-05,1.4e-05,0.027027027,2,0,0,0.0,0,1.0,0.0395,11,2,0,4.76e-07,0.000661376,2,0,3
0.434782609,0.125313283,0.00044,0.001786,0.094594595,1,0,0,0.0,0,0.333333333,0.0352,10,2,0,8.63e-06,0.001906318,2,0,3
0.695652174,0.145363409,0.00014,0.001142,0.081081081,1,0,0,0.0,0,0.666666667,0.1371,16,6,1,2.37e-06,0.001412429,2,0,3
0.695652174,0.180451128,0.00014,0.000924,0.040540541,2,0,0,0.0,0,0.0,0.0694,16,6,1,1.92e-06,0.000570776,2,0,3
0.652173913,0.122807018,0.00036,0.000344,0.040540541,2,1,1,0.0,0,0.333333333,0.3726,15,5,1,7.2e-06,0.000833333,4,1,0
0.695652174,0.112781955,6e-05,0.001528,0.067567568,1,0,0,0.0,0,0.333333333,0.1423,16,2,0,1.3e-06,0.001509662,1,0,3
0.47826087,0.135338346,2e-05,4.4e-05,0.040540541,1,0,0,0.0,0,1.0,0.173,11,6,1,3.64e-07,0.000757576,0,0,3
0.434782609,0.052631579,0.0,0.001474,0.040540541,3,0,0,0.0,0,0.333333333,0.0332,10,3,0,0.0,0.001893939,2,0,3
0.52173913,0.105263158,0.0005,0.00158,0.027027027,3,0,0,0.0,0,0.0,0.0614,12,6,1,1.16e-05,0.000645995,2,0,3
0.434782609,0.130325815,0.00016,2.6e-05,0.081081081,2,0,0,0.0,0,0.666666667,0.0261,10,6,1,3.02e-06,0.001572327,2,0,3
0.173913043,1.0,0.05748,0.000314,0.040540541,1,0,1,0.0,1,0.0,0.8669,4,6,1,0.0001437,0.000104167,0,1,2
0.565217391,0.095238095,0.00012,0.000378,0.054054054,1,0,0,0.0,0,0.0,0.0222,13,3,0,3.08e-06,0.001424501,2,0,3
0.695652174,0.07518797,6e-05,0.001346,0.067567568,1,0,0,0.0,0,0.333333333,0.0201,16,0,0,1.94e-06,0.002240143,2,0,3
0.695652174,0.105263158,0.00756,0.000714,0.081081081,5,0,0,0.0,0,0.333333333,0.7779,16,6,1,0.000175814,0.001937984,0,1,4
0.173913043,0.002506266,0.00034,0.00183,0.527027027,2,1,1,0.315789474,1,1.0,0.8706,4,3,0,0.00017,0.270833333,2,1,1
0.434782609,0.112781955,0.00066,0.001684,0.054054054,1,0,0,0.0,0,0.0,0.183,10,5,1,1.43e-05,0.001207729,4,0,3
0.652173913,0.130325815,0.00038,0.00017,0.027027027,1,0,0,0.0,0,0.0,0.1725,15,3,0,7.17e-06,0.000524109,4,0,3
0.347826087,0.120300752,4e-05,9.2e-05,0.0,1,0,0,0.0,0,1.0,0.2084,8,3,0,8.16e-07,0.0,4,0,3
0.739130435,0.112781955,0.00014,0.001602,0.054054054,3,0,0,0.0,0,0.666666667,0.0564,17,6,1,3.04e-06,0.001207729,2,0,3
