timestamp,user_id,role,login_hour,session_duration,data_download_mb,transaction_amount,access_count,privilege_level,device_change,location_change,failed_logins,is_off_hours,login_frequency,attack_type,risk_score
01-01-2025 02:19,26ac647c,Vendor,2,400,3155,451,7,1,0,0,0,1,1,Data Exfiltration,0.7768
01-01-2025 02:20,b12d6fa9,Contractor,2,400,2606,35,3,1,0,1,0,1,1,Data Exfiltration,0.8115
01-01-2025 02:24,a793e9ac,Contractor,2,400,1940,10,4,2,0,1,0,1,2,Data Exfiltration,0.7706
01-01-2025 02:27,8e227338,Employee,2,400,2456,1188,5,2,0,1,0,1,2,Data Exfiltration,0.6793
01-01-2025 02:27,fe09c306,Employee,2,400,2660,142,6,2,0,1,0,1,4,Data Exfiltration,0.6804
01-01-2025 02:29,ef099055,Employee,2,3,13,417,50,3,1,1,14,1,2,Brute Force,0.7724
01-01-2025 02:31,40e7622f,Employee,2,2,3,321,63,2,1,1,15,1,2,Brute Force,0.977
01-01-2025 02:32,7cb0d137,Employee,2,400,2787,109,5,3,0,1,0,1,2,Data Exfiltration,0.7052
01-01-2025 02:33,bc9d1cd1,Employee,2,400,2061,10,1,1,0,1,0,1,2,Data Exfiltration,0.6906
01-01-2025 02:34,0ad508d2,Employee,2,400,3089,1645,7,2,0,1,0,1,4,Data Exfiltration,0.7143
01-01-2025 02:34,b6724a37,Employee,2,1,6,756,41,1,1,1,8,1,1,Brute Force,0.9793
01-01-2025 02:38,6412b655,Vendor,2,400,2952,0,6,1,0,1,0,1,1,Data Exfiltration,0.8756
01-01-2025 02:42,3527620c,Manager,2,3,15,5,40,1,1,1,8,1,1,Brute Force,0.7108
01-01-2025 02:45,fb16d6fd,Employee,2,10,1687,27,1,1,0,1,0,1,2,Data Exfiltration,0.6896
01-01-2025 02:50,17c9851e,Contractor,2,3,2,282,62,3,1,1,14,1,1,Brute Force,0.8805
01-01-2025 02:57,2d3dd549,Contractor,2,400,2262,8,2,5,0,1,0,1,1,Data Exfiltration,1
01-01-2025 02:59,7c823e6f,Employee,2,10,686,1350,5,3,0,1,0,1,1,Data Exfiltration,0.4539
01-01-2025 03:01,0b847b60,Employee,3,2,2,95,55,2,1,1,5,1,4,Brute Force,0.7499
01-01-2025 03:05,0c3dd14a,Employee,3,4,6,264,41,2,1,1,15,1,3,Brute Force,0.8267
01-01-2025 03:08,7.79E+09,Vendor,3,2,3,316,55,2,1,1,6,1,4,Brute Force,1
01-01-2025 03:12,4987664a,Employee,3,2,9,186,58,2,1,1,9,1,3,Brute Force,0.975
01-01-2025 03:13,b9422bc5,Employee,3,2,20,250,56,2,1,1,8,1,3,Brute Force,0.9446
01-01-2025 03:13,16dec077,Employee,3,400,3086,208,4,3,0,1,0,1,2,Data Exfiltration,0.6741
01-01-2025 03:14,dba219e5,Employee,3,1,0,416,51,2,1,1,15,1,2,Brute Force,0.9275
01-01-2025 03:15,d0ec4ec7,Manager,3,4,2,117,53,1,1,1,10,1,2,Brute Force,0.8077
01-01-2025 03:16,753b8ca8,Vendor,3,1,4,154,49,1,1,1,17,1,1,Brute Force,1
01-01-2025 03:18,8444bd81,Employee,3,400,2532,599,7,2,0,1,0,1,2,Data Exfiltration,0.7117
01-01-2025 03:19,3ab18b6f,Vendor,3,4,13,1563,43,3,1,1,11,1,2,Brute Force,0.9701
01-01-2025 03:25,f41a25f8,Admin,3,3,2,213,41,1,1,1,11,1,4,Brute Force,0.9753
01-01-2025 03:30,f0f22a17,Employee,3,10,1616,51,1,1,0,0,0,1,2,Data Exfiltration,0.578
01-01-2025 03:32,531d3d05,Vendor,3,3,30,360,64,1,1,1,17,1,3,Brute Force,0.9708
01-01-2025 03:33,8700bbfd,Vendor,3,4,33,128,58,1,1,1,11,1,3,Brute Force,0.9267
01-01-2025 03:34,12cc46c0,Vendor,3,1,2,290,47,1,1,1,10,1,1,Brute Force,1
01-01-2025 03:40,7002dc4a,Employee,3,10,2889,376,4,1,0,1,0,1,3,Data Exfiltration,0.6772
01-01-2025 03:44,90843553,Employee,3,1,8,767,57,4,1,1,19,1,1,Brute Force,1
01-01-2025 03:45,e1abd30d,Employee,3,10,2328,97,3,2,0,0,0,1,3,Data Exfiltration,0.6288
01-01-2025 03:49,2bbec4dc,Employee,3,10,2158,323,5,1,0,0,0,1,4,Data Exfiltration,0.5763
01-01-2025 03:51,fabcda5e,Employee,3,1,8,2,39,1,1,1,12,1,1,Brute Force,0.8375
01-01-2025 03:53,4c66e0b3,Contractor,3,400,2325,29,2,2,0,1,0,1,4,Data Exfiltration,0.8117
01-01-2025 03:59,1801cb44,Employee,3,400,3341,181,4,3,0,0,0,1,2,Data Exfiltration,0.6186
01-01-2025 04:06,e8fe3bdd,Employee,4,1,2,174,40,1,1,1,12,1,4,Brute Force,0.827
01-01-2025 04:11,ad32b1f8,Employee,4,4,21,618,55,3,1,1,6,1,4,Brute Force,0.7994
01-01-2025 04:12,333d7228,Employee,4,1,3,35,41,3,1,1,15,1,1,Brute Force,0.9317
01-01-2025 04:13,181aa3fe,Employee,4,3,3,1159,51,2,1,1,17,1,2,Brute Force,0.7703
01-01-2025 04:14,0efebcda,Employee,4,2,13,188,56,2,1,1,15,1,1,Brute Force,0.9284
01-01-2025 04:16,771211c7,Employee,4,2,4,1358,44,3,1,1,14,1,3,Brute Force,0.9261
01-01-2025 04:17,4dcf969f,Manager,4,2,40,1094,38,5,1,1,10,1,2,Brute Force,0.9496
01-01-2025 04:18,50dca720,Vendor,4,10,2347,248,2,4,0,1,0,1,3,Data Exfiltration,1
01-01-2025 04:25,68aed040,Employee,4,400,1731,772,3,1,0,0,0,1,2,Data Exfiltration,0.5764
01-01-2025 04:26,16f20ca9,Employee,4,4,0,3244,57,1,1,1,11,1,3,Brute Force,0.7749
01-01-2025 04:28,0859a7dd,Employee,4,1,2,360,58,2,1,1,13,1,4,Brute Force,0.9464
01-01-2025 04:30,698cabfc,Employee,4,3,2,677,50,2,1,1,19,1,1,Brute Force,0.7769
01-01-2025 04:32,820cfdd4,Contractor,4,2,20,110,50,2,1,1,9,1,1,Brute Force,1
01-01-2025 04:34,70a511fa,Vendor,4,3,2,223,43,3,1,1,11,1,4,Brute Force,0.9622
01-01-2025 04:35,d64772d0,Employee,4,10,2027,1118,4,2,0,0,0,1,1,Data Exfiltration,0.5886
01-01-2025 04:38,caa681aa,Employee,4,10,2014,55,9,3,0,1,0,1,4,Data Exfiltration,0.6778
01-01-2025 04:43,8bcac080,Employee,4,3,16,654,47,2,1,1,10,1,4,Brute Force,0.7971
01-01-2025 04:46,27391378,Employee,4,10,2911,279,4,5,0,1,0,1,2,Data Exfiltration,1
01-01-2025 04:48,24418ac9,Employee,4,400,3210,416,1,2,0,1,0,1,4,Data Exfiltration,0.693
01-01-2025 04:59,3c002cdd,Vendor,4,10,1852,531,5,1,0,1,0,1,3,Data Exfiltration,0.8528
01-01-2025 08:01,4.62E+84,Employee,8,22,8,167,24,5,0,0,4,0,1,Privilege Abuse,0.5228
01-01-2025 08:01,e39dc0d5,Employee,8,21,10,624,6,2,0,0,0,0,1,Normal,0.0693
01-01-2025 08:02,6de813d2,Employee,8,75,3,1207,2,3,0,0,0,0,1,Normal,0.0647
01-01-2025 08:03,70de5869,Employee,8,73,10,118,5,2,0,0,0,0,1,Normal,0.0565
01-01-2025 08:03,4e70cf62,Manager,8,53,2,24,4,2,0,0,0,0,4,Normal,0.0343
01-01-2025 08:05,7238a794,Employee,8,46,3,961,4,2,0,0,0,0,2,Normal,0.044
01-01-2025 08:05,cc862c33,Admin,8,29,7,233,5,5,0,0,0,0,4,Normal,0.319
01-01-2025 08:07,e3c7f7b4,Employee,8,52,15,34,5,1,0,0,0,0,1,Normal,0.0456
01-01-2025 08:07,396df4c3,Admin,8,56,10,1053,4,1,0,0,0,0,4,Normal,0.2213
01-01-2025 08:10,2005bd29,Admin,8,23,16,1044,10,1,0,0,0,0,2,Normal,0.2
01-01-2025 08:11,de75a926,Employee,8,61,3,913,6,1,0,0,0,0,4,Normal,0.0453
01-01-2025 08:11,4534bf0f,Employee,8,36,18,554,2,2,0,0,0,0,3,Normal,0.0567
01-01-2025 08:15,84791952,Vendor,8,58,3,663,7,2,0,0,0,0,3,Normal,0.2232
01-01-2025 08:17,1c9df002,Employee,8,22,17,138,4,2,0,0,0,0,4,Normal,0.0269
01-01-2025 08:17,35a79014,Employee,8,38,39,1049,2,2,0,0,0,0,1,Normal,0.0224
01-01-2025 08:18,7ccea405,Employee,8,43,12,756,1,3,0,0,0,0,1,Normal,0.0536
01-01-2025 08:18,8abc8292,Employee,8,81,1,959,7,1,0,0,0,0,2,Normal,0.0549
01-01-2025 08:18,98e576a9,Manager,8,48,12,73,3,1,0,0,0,0,3,Normal,0.0601
01-01-2025 08:19,3d325a3d,Manager,8,70,3,41,4,1,0,0,0,0,4,Normal,0.047
01-01-2025 08:19,85487b7d,Employee,8,48,7,647,2,2,0,0,0,0,3,Normal,0.027
01-01-2025 08:19,acbf8448,Vendor,8,40,4,78,3,3,0,0,0,0,3,Normal,0.1811
01-01-2025 08:20,061e3fd8,Employee,8,40,1,46,7,1,0,0,0,0,1,Normal,0.054
01-01-2025 08:20,bf952d1e,Employee,8,41,2,238,6,1,0,0,0,0,1,Normal,0.0282
01-01-2025 08:21,85f85bb9,Employee,8,35,6,146,5,2,0,0,0,0,1,Normal,0.0342
01-01-2025 08:22,2a665f75,Employee,8,52,3,84,16,3,1,1,0,0,2,Account Sharing,0.2417
01-01-2025 08:22,e6a6c5cd,Admin,8,61,0,431,4,1,0,0,0,0,3,Normal,0.2002
01-01-2025 08:23,7b316276,Manager,8,19,31,10,3,2,0,0,0,0,4,Normal,0.0348
01-01-2025 08:24,fbb62048,Vendor,8,39,1,252,8,2,1,1,0,0,4,Account Sharing,0.4009
01-01-2025 08:26,806ca584,Employee,8,46,0,32,3,1,0,0,0,0,3,Normal,0.0206
01-01-2025 08:26,36c5f55c,Manager,8,29,8,1259,6,2,0,0,0,0,4,Normal,0.0662
01-01-2025 08:26,02281d2b,Employee,8,88,15,185,3,3,0,0,0,0,2,Normal,0.0706
01-01-2025 08:26,16907b33,Employee,8,40,27,1474,5,2,0,0,0,0,4,Normal,0.0673
01-01-2025 08:27,ee09def7,Manager,8,45,2,342,1,1,0,0,0,0,4,Normal,0.0641
01-01-2025 08:27,b3631304,Vendor,8,32,22,6,2,1,0,0,0,0,1,Normal,0.1797
01-01-2025 08:28,e7520620,Employee,8,49,17,310,7,1,0,0,0,0,3,Normal,0.0404
01-01-2025 08:30,fd86d9fc,Employee,8,63,4,2539,2,1,0,0,0,0,3,Normal,0.0449
01-01-2025 08:30,3b06b175,Employee,8,40,3,341,4,1,0,0,0,0,4,Normal,0.0496
01-01-2025 08:30,9728ba07,Employee,8,40,1,511,8,1,0,0,0,0,1,Normal,0.0511
01-01-2025 08:32,e896f507,Manager,8,62,1,80,6,1,0,0,0,0,2,Normal,0.0436
01-01-2025 08:32,74653535,Employee,8,58,0,52,5,3,0,0,0,0,2,Normal,0.0516
01-01-2025 08:32,e762cf61,Contractor,8,31,14,563,4,1,0,0,0,0,1,Normal,0.1626
01-01-2025 08:32,73b3ed4a,Manager,8,32,18,688,6,2,0,0,0,0,1,Normal,0.0479
01-01-2025 08:32,618d8f4b,Vendor,8,44,4,41,2,2,0,0,0,0,1,Normal,0.1768
01-01-2025 08:33,83f2b6f4,Employee,8,36,7,25,3,1,0,0,0,0,2,Normal,0.0202
01-01-2025 08:33,b3edf879,Vendor,8,54,0,81,8,3,0,0,0,0,4,Normal,0.1965
01-01-2025 08:34,42b49508,Contractor,8,48,22,1273,6,1,0,0,0,0,2,Normal,0.1353
01-01-2025 08:35,dd5f8c9c,Vendor,8,47,3,293,8,1,0,0,0,0,3,Normal,0.182
01-01-2025 08:35,cdfa8c3f,Employee,8,49,13,308,6,2,0,0,0,0,2,Normal,0.0401
01-01-2025 08:36,4bbdb8a8,Contractor,8,54,20,508,7,4,0,0,0,0,3,Normal,0.4219
01-01-2025 08:36,e6aa9d90,Admin,8,39,1,1889,5,1,0,0,0,0,3,Normal,0.2249
01-01-2025 08:36,126c2f24,Employee,8,28,42,34,4,1,0,0,0,0,4,Normal,0.0248
01-01-2025 08:38,b2b25f43,Employee,8,45,6,183,5,2,0,0,0,0,4,Normal,0.0579
01-01-2025 08:38,cdfa8c3f,Employee,8,33,11,760,5,1,0,0,0,0,4,Normal,0.0324
01-01-2025 08:38,68e425d4,Admin,8,59,1,2118,4,3,0,0,0,0,4,Normal,0.1714
01-01-2025 08:39,09e98b15,Vendor,8,25,17,69,6,1,0,0,0,0,3,Normal,0.1733
01-01-2025 08:39,1292941b,Employee,8,39,7,833,5,2,0,0,0,0,3,Normal,0.0592
01-01-2025 08:39,7ef5520b,Employee,8,49,2,605,9,1,1,1,0,0,2,Account Sharing,0.2691
01-01-2025 08:39,5e9f05d7,Employee,8,39,5,37,5,1,0,0,0,0,2,Normal,0.0484
01-01-2025 08:40,043427f4,Employee,8,77,10,76,3,1,0,0,0,0,3,Normal,0.0651
01-01-2025 08:40,d6ac7c33,Contractor,8,25,9,230,6,1,0,0,0,0,1,Normal,0.1562
01-01-2025 08:41,603306ee,Employee,8,70,7,121,5,1,0,0,0,0,3,Normal,0.0378
01-01-2025 08:41,5daadf78,Vendor,8,42,1,88,2,1,0,0,0,0,2,Normal,0.1777
01-01-2025 08:41,ebc9d957,Employee,8,38,12,46,4,1,0,0,0,0,1,Normal,0.0799
01-01-2025 08:41,9f34bb75,Employee,8,64,2,956,5,1,0,0,0,0,2,Normal,0.0547
01-01-2025 08:42,a10ca092,Employee,8,8,6,682,14,1,1,1,0,0,3,Account Sharing,0.2379
01-01-2025 08:42,3ca66ead,Employee,8,46,5,99,3,2,0,0,0,0,3,Normal,0.0454
01-01-2025 08:42,479cc0f0,Employee,8,58,16,105,27,4,0,0,2,0,3,Privilege Abuse,0.3199
01-01-2025 08:42,0c71ed82,Employee,8,69,7,221,6,1,0,0,0,0,2,Normal,0.0424
01-01-2025 08:44,c2b64b72,Employee,8,9,22,297,8,4,0,0,0,0,4,Normal,0.2874
01-01-2025 08:44,4cda6be2,Employee,8,65,3,132,6,1,0,0,0,0,3,Normal,0.0422
01-01-2025 08:46,399f4c9b,Employee,8,41,0,886,7,2,0,0,0,0,1,Normal,0.077
01-01-2025 08:48,b945785e,Vendor,8,37,20,679,5,1,0,0,0,0,2,Normal,0.2037
01-01-2025 08:49,83c669e1,Employee,8,27,1,95,9,3,0,0,0,0,3,Normal,0.045
01-01-2025 08:49,aefa9936,Admin,8,64,29,444,2,3,0,0,0,0,2,Normal,0.1759
01-01-2025 08:50,112a92c4,Vendor,8,69,9,814,6,2,0,0,0,0,1,Normal,0.2075
01-01-2025 08:50,ea973f43,Employee,8,55,1,412,7,1,0,0,0,0,1,Normal,0.0432
01-01-2025 08:50,b653acc7,Employee,8,33,13,358,5,5,0,0,0,0,1,Normal,0.4134
01-01-2025 08:51,5fe6346a,Employee,8,57,3,176,6,2,0,0,0,0,2,Normal,0.071
01-01-2025 08:52,26c7d82c,Employee,8,70,1,177,6,1,0,0,0,0,1,Normal,0.0203
01-01-2025 08:53,6.79E+41,Employee,8,63,12,544,8,1,0,0,0,0,2,Normal,0.0244
01-01-2025 08:55,f6e684e4,Employee,8,64,3,730,6,2,0,0,0,0,4,Normal,0.0229
01-01-2025 08:57,503b91a4,Vendor,8,35,10,905,4,1,0,0,0,0,3,Normal,0.2281
01-01-2025 08:57,82397070,Employee,8,58,15,1139,5,4,0,0,0,0,1,Normal,0.3004
01-01-2025 08:57,a25d8733,Employee,8,59,24,583,31,5,0,0,3,0,1,Privilege Abuse,0.4909
01-01-2025 08:59,e281ad8e,Employee,8,9,2,1309,2,1,0,0,0,0,4,Normal,0.0389
01-01-2025 08:59,c8f43c8b,Contractor,8,28,10,24,3,2,0,0,0,0,4,Normal,0.1727
01-01-2025 09:01,2c569790,Manager,9,58,0,1478,1,3,0,0,0,0,1,Normal,0.0757
01-01-2025 09:02,9f2cbeb4,Vendor,9,41,2,74,8,1,0,0,0,0,2,Normal,0.1794
01-01-2025 09:02,33df3dba,Vendor,9,36,0,484,4,1,0,0,0,0,2,Normal,0.194
01-01-2025 09:02,c8501059,Vendor,9,40,7,163,7,1,0,0,0,0,2,Normal,0.1895
01-01-2025 09:03,d72d184a,Employee,9,37,7,235,1,1,0,0,0,0,2,Normal,0.0777
01-01-2025 09:03,a0b57dab,Employee,9,61,7,53,4,1,0,0,0,0,4,Normal,0.0433
01-01-2025 09:03,9f181bd8,Employee,9,44,0,100,8,1,0,0,0,0,4,Normal,0.0386
01-01-2025 09:04,5ce0b3b3,Contractor,9,35,12,388,4,2,0,0,0,0,4,Normal,0.1364
01-01-2025 09:04,23e3c012,Manager,9,43,7,897,0,1,0,0,0,0,1,Normal,0.0324
01-01-2025 09:05,eecdb761,Employee,9,62,3,120,2,1,0,0,0,0,1,Normal,0.0634
01-01-2025 09:07,7e8d13e5,Employee,9,70,18,1010,6,1,0,0,0,0,2,Normal,0.0338
01-01-2025 09:07,8c821204,Vendor,9,35,83,272,6,1,0,0,0,0,2,Normal,0.1809
01-01-2025 09:07,85aacb9a,Employee,9,61,2,710,8,2,0,0,0,0,4,Normal,0.0776
01-01-2025 09:08,9f257665,Admin,9,64,0,366,3,3,0,0,0,0,2,Normal,0.1782
01-01-2025 09:08,7c0ef2db,Employee,9,69,7,293,28,5,0,0,4,0,2,Privilege Abuse,0.5053
01-01-2025 09:08,35c3ce2a,Employee,9,25,8,280,6,1,0,0,0,0,3,Normal,0.0303
01-01-2025 09:09,769b7b67,Admin,9,31,6,610,3,1,0,0,0,0,1,Normal,0.2293
01-01-2025 09:09,7aa9adce,Manager,9,69,7,540,2,3,0,0,0,0,3,Normal,0.0769
01-01-2025 09:13,d3854fb5,Vendor,9,65,2,676,6,4,0,0,0,0,4,Normal,0.4412
01-01-2025 09:13,5d3b6a16,Employee,9,35,6,133,7,1,0,0,0,0,3,Normal,0.025
01-01-2025 09:13,ae8feb1e,Manager,9,61,0,430,4,1,0,0,0,0,3,Normal,0.0364
01-01-2025 09:14,4c7ec3da,Manager,9,76,3,541,11,1,1,1,0,0,2,Account Sharing,0.2621
01-01-2025 09:15,320e2360,Vendor,9,30,7,515,7,1,0,0,0,0,2,Normal,0.2073
01-01-2025 09:16,7c19f9b2,Vendor,9,50,1,2,1,4,0,0,0,0,3,Normal,0.4794
01-01-2025 09:16,8cccd1d3,Vendor,9,40,0,456,5,2,0,0,0,0,3,Normal,0.1961
01-01-2025 09:17,4d214417,Employee,9,45,10,252,4,1,0,0,0,0,2,Normal,0.0505
01-01-2025 09:18,8359fe9e,Manager,9,34,11,906,5,2,0,0,0,0,3,Normal,0.074
01-01-2025 09:19,a8e1f408,Employee,9,57,10,238,3,1,0,0,0,0,4,Normal,0.0323
01-01-2025 09:19,0b5ec7f6,Employee,9,57,5,571,4,3,0,0,0,0,1,Normal,0.0371
01-01-2025 09:19,9c541f00,Employee,9,42,15,772,4,1,0,0,0,0,2,Normal,0.0681
01-01-2025 09:19,96c5204a,Manager,9,45,13,35,5,2,0,0,0,0,2,Normal,0.0694
01-01-2025 09:21,46655977,Employee,9,44,5,611,0,1,0,0,0,0,4,Normal,0.0544
01-01-2025 09:21,380439a2,Manager,9,35,6,423,7,4,0,0,0,0,4,Normal,0.0328
01-01-2025 09:21,4c7ec3da,Manager,9,48,2,255,2,3,0,0,0,0,4,Normal,0.0256
01-01-2025 09:21,61fdbcb7,Vendor,9,30,5,123,14,5,1,1,0,0,1,Account Sharing,0.7216
01-01-2025 09:22,f4c5af78,Employee,9,64,2,493,5,1,0,0,0,0,4,Normal,0.0252
01-01-2025 09:22,394d96e0,Employee,9,28,3,765,4,2,0,0,0,0,1,Normal,0.0676
01-01-2025 09:23,d7178b98,Admin,9,74,36,58,4,4,1,1,0,0,4,Account Sharing,0.4249
01-01-2025 09:23,fa0b8306,Contractor,9,68,3,63,1,2,0,0,0,0,4,Normal,0.1764
01-01-2025 09:24,4295a2f3,Vendor,9,51,15,57,1,1,0,0,0,0,1,Normal,0.1892
01-01-2025 09:24,d9e250ab,Manager,9,38,7,476,8,2,0,0,0,0,2,Normal,0.0216
01-01-2025 09:25,1d04b2bc,Employee,9,27,14,1186,3,1,0,0,0,0,3,Normal,0.0778
01-01-2025 09:25,e6cf54ed,Employee,9,53,0,37,6,2,0,0,0,0,3,Normal,0.0333
01-01-2025 09:25,ce3afd6a,Admin,9,46,0,2189,7,1,1,1,0,0,4,Account Sharing,0.3891
01-01-2025 09:25,02192dd2,Contractor,9,46,2,109,4,2,0,0,0,0,1,Normal,0.1292
01-01-2025 09:26,a82155b2,Employee,9,79,2,632,3,5,0,0,0,0,2,Normal,0.3778
01-01-2025 09:26,f923b4fc,Employee,9,47,3,733,5,5,0,0,0,0,3,Normal,0.378
01-01-2025 09:28,293501ef,Vendor,9,49,4,82,3,1,0,0,0,0,4,Normal,0.2222
01-01-2025 09:29,739f5276,Vendor,9,49,3,834,4,4,0,0,0,0,1,Normal,0.4776
01-01-2025 09:29,54d1bf92,Employee,9,62,4,1610,39,5,0,0,3,0,3,Privilege Abuse,0.5112
01-01-2025 09:31,f57208c4,Employee,9,38,18,49,8,5,0,0,0,0,3,Normal,0.4046
01-01-2025 09:31,7a046bef,Employee,9,43,11,71,6,1,0,0,0,0,1,Normal,0.0621
01-01-2025 09:32,b8f7d9b0,Vendor,9,59,46,510,4,1,0,0,0,0,2,Normal,0.1751
01-01-2025 09:33,02d3b527,Employee,9,44,3,94,4,2,0,0,0,0,1,Normal,0.0583
01-01-2025 09:33,762c281a,Employee,9,26,1,717,6,2,0,0,0,0,3,Normal,0.0251
01-01-2025 09:34,47e28e1c,Employee,9,51,2,174,6,2,0,0,0,0,2,Normal,0.0542
01-01-2025 09:34,9bb545ed,Employee,9,38,17,193,4,1,0,0,0,0,2,Normal,0.0316
01-01-2025 09:35,1c9a5236,Employee,9,41,31,1322,6,1,0,0,0,0,3,Normal,0.0598
01-01-2025 09:35,cf4f924a,Employee,9,15,9,461,13,1,1,1,0,0,4,Account Sharing,0.2212
01-01-2025 09:36,34e82770,Employee,9,64,6,751,5,2,0,0,0,0,1,Normal,0.0704
01-01-2025 09:37,294a8c67,Manager,9,20,15,1038,5,1,0,0,0,0,2,Normal,0.0343
01-01-2025 09:38,e42efb84,Contractor,9,43,2,62,3,1,0,0,0,0,1,Normal,0.1611
01-01-2025 09:39,cbd3fce8,Employee,9,45,36,395,1,2,0,0,0,0,2,Normal,0.045
01-01-2025 09:39,eb30d7cd,Contractor,9,46,13,20,6,2,0,0,0,0,1,Normal,0.15
01-01-2025 09:40,823e04db,Manager,9,44,3,121,7,2,0,0,0,0,2,Normal,0.0666
01-01-2025 09:40,f3a84798,Employee,9,52,8,70,8,4,0,0,0,0,1,Normal,0.3201
01-01-2025 09:41,5acff646,Employee,9,30,0,1365,2,5,0,0,0,0,4,Normal,0.415
01-01-2025 09:41,d70b993d,Contractor,9,34,5,208,9,1,0,0,0,0,4,Normal,0.1349
01-01-2025 09:42,3d9c577c,Contractor,9,64,34,1258,23,4,0,0,2,0,4,Privilege Abuse,0.4093
01-01-2025 09:43,0cb53cfe,Employee,9,67,9,34,4,1,0,0,0,0,2,Normal,0.0462
01-01-2025 09:44,c3081f3e,Employee,9,31,18,509,4,2,0,0,0,0,3,Normal,0.0324
01-01-2025 09:46,4f89f59c,Vendor,9,37,0,166,3,2,0,0,0,0,4,Normal,0.1814
01-01-2025 09:46,9604caeb,Employee,9,62,0,409,2,1,0,0,0,0,3,Normal,0.0316
